"","latitud","id_old","url","latitud_dec","altitud","capital","num_hab","zona_comarcal","destacada","nombre","longitud_dec","id","longitud"
"178","42º3'0.432612""","22040","albero-alto-id22011","42.05012017","442","Albero Alto","125","622202","0","Albero Alto","-0.33683273","22011","-0º20'12.597828"""
"179","42º1'29.189784""","22044","albero-bajo-id22012","42.02477494","408","Albero Bajo","122","622202","0","Albero Bajo","-0.38085369","22012","-0º22'51.073284"""
"180","41º54'29.461284""","22048","alberuela-de-tubo-id22013","41.90818369","352","Alberuela de Tubo","327","622203","0","Alberuela de Tubo","-0.21403714","22013","-0º12'50.533704"""
"181","41º45'3.620088""","25032","albesa-id25008","41.75100558","236","Albesa","1608","692503","0","Albesa","0.66045960","25008","0º39'37.65456"""
"182","41º49'38.000568""","50033","albeta-id50011","41.82722238","412","Albeta","153","625002","0","Albeta","-1.50040452","50011","-1º30'1.456272"""
"183","41º25'19.836372""","25036","albi-l-id25009","41.42217677","527","Albi, L'","834","692503","0","Albi, L'","0.93684438","25009","0º56'12.639768"""
"184","42º16'34.214628""","09018","albillos-id09009","42.27617073","830","Albillos","223","670904","0","Albillos","-3.79109464","09009","-3º47'27.940704"""
"185","41º14'45.552588""","43010","albinyana-id43002","41.24598683","200","Albinyana","2335","694303","0","Albinyana","1.48632206","43002","1º29'10.759416"""
"186","41º15'6.716628""","43015","albiol-l-id43003","41.25186573","822","Albiol, L'","458","694305","0","Albiol, L'","1.08979953","43003","1º5'23.278308"""
"187","43º7'45.67512""","20040","albiztur-id20004","43.12935420","278","Albiztur","327","752002","0","Albiztur","-2.13699819","20004","-2º8'13.193484"""
"188","40º21'28.529244""","12015","albocasser-id12003","40.35792479","538","Albocàsser","1351","771204","0","Albocàsser","0.02412299","12003","0º1'26.842764"""
"189","37º2'0.226644""","04025","alboloduy-id04005","37.03339629","381","Alboloduy","642","610403","0","Alboloduy","-2.62168571","04005","-2º37'18.068556"""
"190","37º13'51.24666""","18015","albolote-id18003","37.23090185","649","Albolote","18306","611801","1","Albolote","-3.65748033","18003","-3º39'26.929188"""
"191","36º49'38.244936""","18020","albondon-id18004","36.82729026","898","Albondón","797","611804","0","Albondón","-3.21087374","18004","-3º12'39.145464"""
"192","42º6'15.738732""","17016","albons-id17004","42.10437187","25","Albons","727","691703","0","Albons","3.08590521","17004","3º5'9.258756"""
"193","39º23'29.486256""","46036","alborache-id46012","39.39152396","311","Alborache","1185","774602","0","Alborache","-0.77134683","46012","-0º46'16.848588"""
"194","39º30'0.88578""","46039","alboraya-id46013","39.50024605","6","Alboraya","23572","774602","0","Alboraya","-0.34992845","46013","-0º20'59.74242"""
"195","39º16'42.075912""","02040","alborea-id02005","39.27835442","706","Alborea","778","680201","0","Alborea","-1.39670449","02005","-1º23'48.136164"""
"196","41º20'6.080748""","50036","alborge-id50012","41.33502243","150","Alborge","124","625003","0","Alborge","-0.35862022","50012","-0º21'31.032792"""
"197","40º50'7.629396""","05015","albornos-id05005","40.83545261","911","Albornos","205","670501","0","Albornos","-4.88627099","05005","-4º53'10.575564"""
"198","37º23'18.627288""","04030","albox-id04006","37.38850758","420","Albox","11715","610401","1","Albox","-2.14799133","04006","-2º8'52.768788"""
"199","38º1'41.599128""","30040","albudeite-id30004","38.02822198","182","Albudeite","1383","733003","0","Albudeite","-1.38554425","30004","-1º23'7.9593"""
"200","38º42'59.077296""","06025","albuera-la-id06005","38.71641036","251","Albuera, La","2029","700601","0","Albuera, La","-6.82266160","06005","-6º49'21.58176"""
"201","39º32'42.012132""","46042","albuixech-id46014","39.54500337","7","Albuixech","3920","774602","0","Albuixech","-0.32290668","46014","-0º19'22.464048"""
"202","39º13'11.526996""","06030","alburquerque-id06006","39.21986861","430","Alburquerque","5524","700601","0","Alburquerque","-7.00101838","06006","-7º0'3.666168"""
"203","36º47'28.653612""","18030","albunol-id18006","36.79129267","240","Albuñol","6853","611804","0","Albuñol","-3.20167375","18006","-3º12'6.0255"""
"204","36º55'45.370416""","18035","albunuelas-id18007","36.92926956","734","Albuñuelas","889","611803","0","Albuñuelas","-3.62953573","18007","-3º37'46.328628"""
"205","37º13'38.617248""","18025","albunan-id18005","37.22739368","1114","Albuñán","430","611802","0","Albuñán","-3.13273196","18005","-3º7'57.835056"""
"206","37º17'12.702012""","04020","albanchez-id04004","37.28686167","487","Albánchez","772","610401","0","Albánchez","-2.18135854","04004","-2º10'52.890744"""
"207","40º0'2.926656""","45016","alcabon-id45004","40.00081296","530","Alcabón","710","684502","0","Alcabón","-4.36889281","45004","-4º22'8.014116"""
"208","38º38'56.31288""","02050","alcadozo-id02006","38.64897580","925","Alcadozo","684","680202","0","Alcadozo","-1.98022750","02006","-1º58'48.819"""
"209","40º57'13.464324""","44044","alcaine-id44011","40.95374009","658","Alcaine","72","624402","0","Alcaine","-0.70560643","44011","-0º42'20.183148"""
"210","38º44'58.752564""","03030","alcalali-id03006","38.74965349","226","Alcalalí","1350","770301","0","Alcalalí","-0.04160798","03006","-0º2'29.788728"""
"211","40º18'15.026544""","12020","alcala-de-xivert-id12004","40.30417404","158","Alcalà de Xivert","7233","771204","1","Alcalà de Xivert","0.22571524","12004","0º13'32.574864"""
"212","41º48'56.103804""","50039","alcala-de-ebro-id50013","41.81558439","225","Alcalá de Ebro","281","625003","0","Alcalá de Ebro","-1.19436833","50013","-1º11'39.725988"""
"213","37º20'4.792452""","41020","alcala-de-guadaira-id41004","37.33466457","43","Alcalá de Guadaíra","74404","614102","1","Alcalá de Guadaíra","-5.85065057","41004","-5º51'2.342052"""
"214","42º4'2.496144""","22052","alcala-de-gurrea-id22014","42.06736004","471","Alcalá de Gurrea","277","622202","0","Alcalá de Gurrea","-0.68683169","22014","-0º41'12.594084"""
"215","40º28'49.196352""","28025","alcala-de-henares-id28005","40.48033232","587","Alcalá de Henares","200768","722802","1","Alcalá de Henares","-3.36925102","28005","-3º22'9.303672"""
"216","41º47'10.581756""","50042","alcala-de-moncayo-id50014","41.78627271","763","Alcalá de Moncayo","183","625002","0","Alcalá de Moncayo","-1.69707293","50014","-1º41'49.462548"""
"217","40º22'18.010848""","44048","alcala-de-la-selva-id44012","40.37166968","1403","Alcalá de la Selva","424","624402","0","Alcalá de la Selva","-0.72039440","44012","-0º43'13.41984"""
"218","40º1'37.885692""","16032","alcala-de-la-vega-id16008","40.02719047","1194","Alcalá de la Vega","107","681602","0","Alcalá de la Vega","-1.52560035","16008","-1º31'32.16126"""
"219","36º27'46.61334""","11010","alcala-de-los-gazules-id11001","36.46294815","212","Alcalá de los Gazules","5377","611102","0","Alcalá de los Gazules","-5.72311956","11001","-5º43'23.230416"""
"220","39º11'35.52648""","02060","alcala-del-jucar-id02007","39.19320180","547","Alcalá del Júcar","1307","680201","0","Alcalá del Júcar","-1.42932697","02007","-1º25'45.577092"""
"221","42º4'39.418608""","22056","alcala-del-obispo-id22015","42.07761628","521","Alcalá del Obispo","349","622202","0","Alcalá del Obispo","-0.29309585","22015","-0º17'35.14506"""
"222","37º31'1.59096""","41025","alcala-del-rio-id41005","37.51710860","23","Alcalá del Río","11690","614102","0","Alcalá del Río","-5.97857253","41005","-5º58'42.861108"""
"223","36º54'18.238392""","11020","alcala-del-valle-id11002","36.90506622","618","Alcalá del Valle","5221","611101","0","Alcalá del Valle","-5.17259873","11002","-5º10'21.355428"""
"224","37º27'35.248716""","23020","alcala-la-real-id23002","37.45979131","1029","Alcalá la Real","22324","612304","1","Alcalá la Real","-3.92944941","23002","-3º55'46.017876"""
"225","41º54'21.104496""","22060","alcampell-id22016","41.90586236","499","Alcampell","707","622203","0","Alcampell","0.43199805","22016","0º25'55.19298"""
"226","42º24'15.473952""","26035","alcanadre-id26007","42.40429832","348","Alcanadre","701","762601","0","Alcanadre","-2.12053306","26007","-2º7'13.919016"""
"227","40º32'38.288868""","43020","alcanar-id43004","40.54396913","70","Alcanar","9637","694304","1","Alcanar","0.48110591","43004","0º28'51.981276"""
"228","37º58'18.05016""","30050","alcantarilla-id30005","37.97168060","70","Alcantarilla","40907","733003","1","Alcantarilla","-1.21291206","30005","-1º12'46.483416"""
"229","40º32'54.272472""","16036","alcantud-id16009","40.54840902","843","Alcantud","73","681601","0","Alcantud","-2.33196424","16009","-2º19'55.071264"""
"230","41º28'51.535632""","25040","alcano-id25010","41.48098212","214","Alcanó","242","692503","0","Alcanó","0.61727597","25010","0º37'2.193492"""
"231","38º23'11.620896""","14030","alcaracejos-id14003","38.38656136","609","Alcaracejos","1527","611401","0","Alcaracejos","-4.96709118","14003","-4º58'1.528248"""
"232","38º39'51.303744""","02070","alcaraz-id02008","38.66425104","953","Alcaraz","1533","680202","0","Alcaraz","-2.49034957","02008","-2º29'25.258452"""
"233","41º33'46.855368""","25044","alcarras-id25011","41.56301538","134","Alcarràs","9252","692503","1","Alcarràs","0.52411008","25011","0º31'26.796288"""
"234","36º54'9.011628""","29020","alcaucin-id29002","36.90250323","505","Alcaucín","2454","612904","0","Alcaucín","-4.11413368","29002","-4º6'50.881248"""
"235","37º35'24.480816""","23030","alcaudete-id23003","37.59013356","675","Alcaudete","10896","612303","1","Alcaudete","-4.08750989","23003","-4º5'15.035604"""
"236","39º47'18.110652""","45024","alcaudete-de-la-jara-id45006","39.78836407","412","Alcaudete de la Jara","1955","684502","0","Alcaudete de la Jara","-4.87037733","45006","-4º52'13.358388"""
"237","41º22'46.42626""","47020","alcazaren-id47005","41.37956285","731","Alcazarén","675","674701","0","Alcazarén","-4.67125117","47005","-4º40'16.504212"""
"238","41º41'54.219696""","49006","alcanices-id49003","41.69839436","806","Alcañices","1101","674902","1","Alcañices","-6.34943716","49003","-6º20'57.973776"""
"239","41º3'4.519224""","44052","alcaniz-id44013","41.05125534","335","Alcañiz","16333","624403","1","Alcañiz","-0.13284433","44013","-0º7'58.239588"""
"240","39º54'12.302748""","45020","alcanizo-id45005","39.90341743","373","Alcañizo","304","684502","0","Alcañizo","-5.10585907","45005","-5º6'21.092652"""
"241","39º15'40.0275""","13060","alcoba-id13006","39.26111875","639","Alcoba","639","681301","0","Alcoba","-4.47679962","13006","-4º28'36.478632"""
"242","40º32'27.750768""","28030","alcobendas-id28006","40.54104188","669","Alcobendas","112188","722802","1","Alcobendas","-3.63240185","28006","-3º37'56.64666"""
"243","40º28'7.99068""","19027","alcocer-id19009","40.46888630","782","Alcocer","334","681903","0","Alcocer","-2.60873463","19009","-2º36'31.444668"""
"244","38º47'40.100064""","03035","alcocer-de-planes-id03007","38.79447224","345","Alcocer de Planes","238","770301","0","Alcocer de Planes","-0.40197036","03007","-0º24'7.093296"""
"245","42º28'25.564368""","09020","alcocero-de-mola-id09010","42.47376788","798","Alcocero de Mola","33","670902","0","Alcocero de Mola","-3.35835902","09010","-3º21'30.092472"""
"246","40º25'1.882128""","16044","alcohujate-id16011","40.41718948","810","Alcohujate","36","681601","0","Alcohujate","-2.61587170","16011","-2º36'57.13812"""
"247","36º58'25.030452""","04035","alcolea-id04007","36.97361957","746","Alcolea","861","610403","0","Alcolea","-2.96066637","04007","-2º57'38.398932"""
"248","38º59'12.120792""","13070","alcolea-de-calatrava-id13007","38.98670022","652","Alcolea de Calatrava","1513","681303","0","Alcolea de Calatrava","-4.11605576","13007","-4º6'57.800736"""
"249","41º43'5.8116""","22064","alcolea-de-cinca-id22017","41.71828100","186","Alcolea de Cinca","1136","622203","0","Alcolea de Cinca","0.11891268","22017","0º7'8.085648"""
"250","39º48'32.781708""","45028","alcolea-de-tajo-id45007","39.80910603","353","Alcolea de Tajo","875","684502","0","Alcolea de Tajo","-5.14799672","45007","-5º8'52.788192"""
"251","41º12'34.728804""","19030","alcolea-de-las-penas-id19010","41.20964689","1001","Alcolea de las Peñas","11","681901","0","Alcolea de las Peñas","-2.78476205","19010","-2º47'5.14338"""
"252","41º2'8.224692""","19033","alcolea-del-pinar-id19011","41.03561797","1203","Alcolea del Pinar","348","681901","0","Alcolea del Pinar","-2.46742871","19011","-2º28'2.743356"""
"253","37º36'52.908588""","41030","alcolea-del-rio-id41006","37.61469683","32","Alcolea del Río","3402","614102","0","Alcolea del Río","-5.67165417","41006","-5º40'17.955012"""
"254","38º40'31.748304""","03040","alcoleja-id03008","38.67548564","735","Alcoleja","191","770301","0","Alcoleja","-0.33100925","03008","-0º19'51.6333"""
"255","41º38'54.777588""","25048","alcoletge-id25012","41.64854933","215","Alcoletge","3270","692503","0","Alcoletge","0.69423798","25012","0º41'39.256728"""
"256","39º14'38.668956""","10036","alcollarin-id10009","39.24407471","308","Alcollarín","270","701004","0","Alcollarín","-5.74011861","10009","-5º44'24.426996"""
"257","41º43'26.925492""","42020","alconaba-id42006","41.72414597","1008","Alconaba","198","674202","0","Alconaba","-2.38569404","42006","-2º23'8.498544"""
"258","40º54'39.162708""","37026","alconada-id37012","40.91087853","829","Alconada","161","673701","0","Alconada","-5.36395007","37012","-5º21'50.220252"""
"259","41º27'1.059516""","40020","alconada-de-maderuelo-id40005","41.45029431","946","Alconada de Maderuelo","33","674001","0","Alconada de Maderuelo","-3.48651859","40005","-3º29'11.466924"""
"260","38º30'57.360096""","06035","alconchel-id06007","38.51593336","277","Alconchel","1840","700601","0","Alconchel","-7.07139710","06007","-7º4'17.02956"""
"261","41º12'16.774848""","50045","alconchel-de-ariza-id50015","41.20465968","893","Alconchel de Ariza","82","625002","0","Alconchel de Ariza","-2.12311327","50015","-2º7'23.207772"""
"262","39º43'8.269644""","16048","alconchel-de-la-estrella-id16012","39.71896379","839","Alconchel de la Estrella","117","681603","0","Alconchel de la Estrella","-2.57570176","16012","-2º34'32.526336"""
"263","38º23'53.51064""","06040","alconera-id06008","38.39819740","515","Alconera","743","700604","0","Alconera","-6.47650617","06008","-6º28'35.422212"""
"264","40º4'32.226168""","12025","alcora-l-id12005","40.07561838","280","Alcora, l'","10672","771203","1","Alcora, l'","-0.21228342","12005","-0º12'44.220312"""
"265","40º21'5.651172""","28035","alcorcon-id28007","40.35156977","711","Alcorcón","170336","722802","1","Alcorcón","-3.82849494","28007","-3º49'42.581784"""
"266","40º53'28.945068""","44056","alcorisa-id44014","40.89137363","632","Alcorisa","3433","624403","1","Alcorisa","-0.38074056","44014","-0º22'50.666016"""
"267","40º37'38.362944""","19039","alcoroches-id19013","40.62732304","1414","Alcoroches","141","681902","0","Alcoroches","-1.74456482","19013","-1º44'40.433352"""
"268","41º15'46.250568""","43025","alcover-id43005","41.26284738","244","Alcover","5131","694302","0","Alcover","1.16865860","43005","1º10'7.17096"""
"269","38º41'54.128184""","03045","alcoy-alcoi-id03009","38.69836894","561","Alcoy/Alcoi","59675","770302","1","Alcoy/Alcoi","-0.47318376","03009","-0º28'23.461536"""
"270","41º48'24.713064""","22068","alcubierre-id22018","41.80686474","460","Alcubierre","401","622203","0","Alcubierre","-0.45336179","22018","-0º27'12.102444"""
"271","41º43'33.493152""","42025","alcubilla-de-avellaneda-id42007","41.72597032","927","Alcubilla de Avellaneda","146","674202","0","Alcubilla de Avellaneda","-3.30409188","42007","-3º18'14.730768"""
